REFERENCE;ETABLISSEMENT;RESEAU;ACTIVIT;CONTACT;EMAILCONTACT;SITEWEB;TELEPHONE;FAX;HANDICAPS;CODEPOSTAL;ADRESSE;REGION;DEPARTEMENT;VILLE
2013-07706;Meublés de Tourisme du Haut Barrois;Tourisme et Handicap;Meublé de tourisme;Mme Françoise Gaudnik;mairie.nantois@wanadoo.fr;http://www.gite.hanficap.smbh.fr;329784757;329770690;"auditif ; mental ; moteur ; visuel";55000;RD 6 Lieu Dit Sous Broutin;Alsace Champagne-Ardenne Lorraine;MEUSE;LOISEY CULEY
2013-07708;Musée d'Art Sacré;Tourisme et Handicap;Lieu de visite;M.Cochet;communication@coeurdelorraine-tourisme.fr ;http://www.coeurdelorraine-tourisme.fr;329890647;;"auditif ; mental ; moteur ; visuel";55300;Rue du Palais de Justice;Alsace Champagne-Ardenne Lorraine;MEUSE;SAINT MIHIEL
2013-07709;Musée Européen de la Bière;Tourisme et Handicap;Lieu de visite;M. Christian Namy;musee.biere@cg55.fr;http://www.musee-de-la-biere.com/;329806878;329803111;"auditif ; mental ; moteur ; visuel";55700;17 rue du Moulin;Alsace Champagne-Ardenne Lorraine;MEUSE;STENAY
2013-07710;Gîte Bétahon;Tourisme et Handicap;Meublé de tourisme;M. et Mme. Ryo;gites-de-france.morbihan@wanadoo.fr;http://www.gitebetahon.free.fr;297564812;297507007;"auditif ; visuel ; moteur ; mental";56190;14 rue Mor Braz - Bétahon -;Bretagne;MORBIHAN;AMBON
2013-07711;Camping Le Tindio;Tourisme et Handicap;Camping;Mme Pawlik;letindio@arzon.fr;http://www.camping-arzon.fr;297537559;297539123;"auditif ; mental ; moteur ; visuel";56640;2 rue Bilouris Kerners;Bretagne;MORBIHAN;ARZON
2013-07712;Gite;Tourisme et Handicap;Meublé de tourisme;M. et Mme Le Godec;gitebaden@live.fr;http://www.gitebaden.sitew.com;0297580368/0650657509;;"auditif ; mental ; moteur ; visuel";56870;Le Cosquer;Bretagne;MORBIHAN;BADEN
2013-07713;Gîte Le Porche - Domaine du Guern;Tourisme et Handicap;Meublé de tourisme;M. Jean-François Toublant;contact@domaineduguern.com;http://www.domaineduguern.com;"0297670060 ;0629051688";297670060;"auditif ; mental ; moteur ; visuel";56230;Le Guern;Bretagne;MORBIHAN;BERRIC
2013-07714;Gîte Les Blés d'Or- Domaine du Guern;Tourisme et Handicap;Meublé de tourisme;M. Jean-François Toublant;contact@domainedugern.com;http://www.domaineduguern.com;"0297670060 ;0629051688";297670060;"auditif ; mental ; moteur ; visuel";56230;Le Guern;Bretagne;MORBIHAN;BERRIC
2013-07715;Gite Rando'Plume Ty Bihui;Tourisme et Handicap;Meublé de tourisme;M. Yann Forest;cap-blavet@wanadoo.fr;http://cap.blavet.free.fr;0632709694/0297288160/0297397967;;"auditif ; mental";56310;Rue du Presbytère;Bretagne;MORBIHAN;BIEUZY LES EAUX
2013-07717;Chambres d'Hôtes Fleur de sel;Tourisme et Handicap;Chambre d'hôtes;M. Bernard Le Guen;leslogisdelacale@neuf.fr;http://www.leslogisdelacale.fr;299900662;;"auditif ; mental ; moteur ; visuel";56130;Les Logis de la Cale;Bretagne;MORBIHAN;CAMOEL
2013-07718;Gîte de Tachen Fanch;Tourisme et Handicap;Meublé de tourisme;Mme. Guezello;guezello.francoise@voila.fr;http://www.gîtes-de-france-morbihan.com;682831908;297523493;"auditif ; mental ; moteur";56340;86 village de Kelvezin - Tachen fanch -;Bretagne;MORBIHAN;CARNAC
2013-07719;Hôtel Le Diana - Restaurant Les Marquises;Tourisme et Handicap;Hotel-restaurant;M. Bruno Petit;contact@lediana.com;http://www.lediana.com;297520538;297528791;"auditif ; mental ; moteur";56340;21 Boulevard de la Plage;Bretagne;MORBIHAN;CARNAC
2013-07720;Zone de baignade;Tourisme et Handicap;;M. Bruneau;m.lemouroux@carnac.fr;http://www.carnac.fr;0297527982/0297520686;0297527895/0297526210;"auditif ; moteur ; mental";56341;En face du n°36 sur la Grande Plage;Bretagne;MORBIHAN;CARNAC
2013-07721;Gite;Tourisme et Handicap;Meublé de tourisme;M. et Mme Gouince;delphine.gouince@free.fr;;0297511045/0669246659;;"auditif ; visuel ; mental";56410;15 rue des Plages;Bretagne;MORBIHAN;ERDEVEN
2013-07722;Gîte La Maison Verte;Tourisme et Handicap;Meublé de tourisme;M. et Mme Lubert;jmpl@wanadoo.fr;http://www.gitesferel.com;299905233;;"auditif ; visuel ; mental";56130;kerjubaud;Bretagne;MORBIHAN;FEREL
2013-07723;Gîte de Kerantarf;Tourisme et Handicap;Meublé de tourisme;M. et Mme Lebris;dle-bris@wanadoo.fr;http://www.gitedekerantaf.fr;297369903;;"auditif ; mental ; moteur ; visuel";56650;Kerantarf;Bretagne;MORBIHAN;INZINZAC LOCHRIST
2013-07724;Parcours Sensoriel de la Charbonnière;Tourisme et Handicap;Sport de nature;Conseil Général du Morbihan / Syndicat de la Vallée du Blavet / Mairie d'Inzinzac-Lochrist;contact@blavet.com;http://www.blavet.com;297510937;297390723;"auditif ; visuel ; moteur ; mental";56650;Forêt de Trémelin Parking de Kermainguy;Bretagne;MORBIHAN;INZINZAC LOCHRIST
2013-07725;Gîte Brocéliande Logis Ste Croix;Tourisme et Handicap;Meublé de tourisme;M. et Mme Vassal;logisdesaintecroix@wanadoo.fr;http://www.logis-ste-croix.com;"0297706760 ; 0685245120";;"auditif ; mental ; moteur";56120;5 rue de la Chapelle;Bretagne;MORBIHAN;JOSSELIN
2013-07726;Gîte L' Ardoisine;Tourisme et Handicap;Meublé de tourisme;M. et Mme Le Douaron;d.ledouaron@wanadoo.fr;http://www.closdutay.com;0299080425/0665553658;;"auditif ; mental ; moteur ; visuel";56200;Le Clos du Tay;Bretagne;MORBIHAN;GACILLY (LA)
2013-07727;Gîte de la Ferme de Brespan;Tourisme et Handicap;Meublé de tourisme;M. et Mme Rival;dominique.rival4@wanadoo.fr;http://www.lafermedebrespan.fr;297661751;;"auditif ; mental ; moteur ; visuel";56220;Brespan;Bretagne;MORBIHAN;LIMERZEL
2013-07728;Gîte de Val Richard La Chaumière à Pierre Louis;Tourisme et Handicap;Meublé de tourisme;M. et Mme Coudray;auguste.coudray@yrnet.com;http://www.broceliande.levalrichard.fr;"0299085015 ; 0682427822";;"auditif ; mental ; moteur";56460;Le Val Richard;Bretagne;MORBIHAN;LIZIO
2013-07729;Hôtel No-Minoé;Tourisme et Handicap;Hôtel;M. Joel Le Hazif;contact@hotel-locmine.com/hoteldutalvern@orange.fr;http://www.hotel-locmine.com;297442304;964294834;"auditif ; mental ; moteur ; visuel";56500;Zone de Talvern;Bretagne;MORBIHAN;LOCMINE
2013-07730;Gite d'étape La Petite Presqu'ile;Tourisme et Handicap;Meublé de tourisme;M. et Mme Maudet;info@la-petite-presquile.com;http://www.la-petite-presquile.com;0297812098/0684594597;;"auditif ; mental ; moteur ; visuel";56650;16 rue du Coedo;Bretagne;MORBIHAN;LOCOAL MENDON
2013-07731;Site Mégalithique de Locmariaquer;Tourisme et Handicap;Lieu de visite;M. Antoine Lataste;locmariaquer@monuments-nationaux.fr;http://locmariaquer.monuments-nationaux.fr;297573759;297574162;"auditif ; mental ; moteur ; visuel";56740;Route de Kerlogonan;Bretagne;MORBIHAN;LOCMARIAQUER
2013-07733;Camping du Haras;Tourisme et Handicap;Camping;M. et Mme Danard;contact@campingvannes.com;http://www.campingvannes.com;"0297446606 ; 0671000559";297444941;"auditif ; mental ; moteur ; visuel";56250;Kersimon - Vannes Meucon;Bretagne;MORBIHAN;MONTERBLANC
2013-07734;Auberge aux bonnes joues;Tourisme et Handicap;Restaurant;M. Condotti (Exploitant) et M. Jossé (Propriétaire et Maire);;http://www.restaurant-ploermel-bonnes-joues.com;297746353;297746353;"auditif ; moteur ; mental";56800;2 rue des Primevères;Bretagne;MORBIHAN;MONTERREIN
2013-07735;Chambre et table d'hôtes Les Hortensias;Tourisme et Handicap;Chambre d'hôtes;Mme Jordi;leshortensias-kergrisais@orange.fr;http://www.chambre-hotes-morbihan.com;"0297428076 ; 0631568304";;"auditif ; mental ; moteur ; visuel";56130;Kergrisais;Bretagne;MORBIHAN;PEAULE
2013-07737;Gîte Ploeren;Tourisme et Handicap;Meublé de tourisme;Mme Favroul;olivier.favroul@orange.fr;http://www.armor-vannes-gites.com;297549479;;"auditif ; mental";56890;5 rue Jean Frelaut Luscanen;Bretagne;MORBIHAN;PLOEREN
2013-07738;Gîte de Mme Le Moing;Tourisme et Handicap;Meublé de tourisme;Mme Véronique Le Moing;beedou56@hotmail.fr, veronique.lemoing@gmail.com;http://www.location-plouharnel.fr/accueil/bienvenue.html;"0297523445 ; 0616292906";;"auditif ; moteur";56340;33 bis ave de l'Océan;Bretagne;MORBIHAN;PLOUHARNEL
2013-07739;Gîte Puits Fleuri;Tourisme et Handicap;Meublé de tourisme;M. et Mme Le Quer;joel.le-quer@orange.fr;http://www.gitesdekermorin.com;297366907;297366907;"auditif ; mental ; moteur";56680;Kermorin;Bretagne;MORBIHAN;PLOUHINEC
2013-07740;Camping Entre Mer et Terre;Tourisme et Handicap;Camping;M.Elain;camping.etem@wanadoo.fr;http://www.camping-residentiel.fr;297325656;297325656;"auditif ; mental";56620;Route d'Arzano Sapin en Gam;Bretagne;MORBIHAN;PONT-SCORFF
2013-07741;Gîte Hêtre;Tourisme et Handicap;Meublé de tourisme;Mme Michelle Orhand;contact@gites-boispeschard.com;http://gites-boispeschard.com;610030943;;"auditif ; mental ; moteur";56910;Bois Peschard;Bretagne;MORBIHAN;QUELNEUC
2013-07742;Gîte Pin;Tourisme et Handicap;Meublé de tourisme;Mme Michelle Orhand;contact@gites-boispeschard.com;http://gites-boispeschard.com;610030943;;"auditif ; mental ; moteur ; visuel";56910;Bois Peschard;Bretagne;MORBIHAN;QUELNEUC
2013-07743;La Maison en Bois de Kervignec;Tourisme et Handicap;Meublé de tourisme;M. et Mme le Bayon;an_tiig_koed@kervignec.fr;http://www.kervignec.fr;"0297335806 ; 0630348931";;"auditif ; mental ; moteur";56670;73 route de Merlevenez;Bretagne;MORBIHAN;RIANTEC
2013-07744;Rand'Eau Gîte Pour Tous;Tourisme et Handicap;Meublé de tourisme;M. et Mme Hercouet;herga@wanadoo.fr;http://www.gites56.com;299080708;;"auditif ; mental ; moteur ; visuel";56140;21 route de Redon;Bretagne;MORBIHAN;SAINT CONGARD
2013-07746;Gîte La Léguinais;Tourisme et Handicap;Meublé de tourisme;Mme Guiheneuc;ajguiheneuc@orange.fr;http://laleguinais.sitew.com;299902252;;"auditif ; mental";56140;La Léguinais;Bretagne;MORBIHAN;SAINT DOLAY
2014-01025;Ferme Auberge La Blache Pecou;Tourisme et Handicap;Restaurant;M.Bourrin;lablachepecou@42.sideral.fr;http://www.lablachepecou.com;477391832;;"auditif ; mental ; moteur";42220;;Auvergne Rhône-Alpes;LOIRE;BURDIGNES
2013-07750;Office de Tourisme de Vannes;Tourisme et Handicap;Office de tourisme;M. Bodard;info@tourisme-vannes.com;http://www.tourisme-vannes.com;297472434;;"auditif ; mental ; moteur ; visuel";56039;Quai Tabarly;Bretagne;MORBIHAN;VANNES
2013-07751;Camping  Ramstein Plage;Tourisme et Handicap;Camping;M. Serge Weil;camping.ramstein@wanadoo.fr;http://www.baerenthal.eu;387065073;387065073;"auditif ; mental ; visuel";57230;1 rue du Printemps d'Alsace;Alsace Champagne-Ardenne Lorraine;MOSELLE;BAERENTHAL
2013-07752;Centre de jeunesse de Barenthal;Tourisme et Handicap;Hébergement collectif;M. Wendy;jfbs@wanadoo.fr;http://www.baerenthal.de;387065038;387065649;"auditif ; mental ; moteur";57230;2 place Robert Schuman;Alsace Champagne-Ardenne Lorraine;MOSELLE;BAERENTHAL
2013-07753;Restaurant Ramstein Plage;Tourisme et Handicap;Restaurant;M. Serge Weil;camping.ramstein@wanadoo.fr;http://www.baerenthal.eu;387065073;387065073;"auditif ; mental ; moteur";57230;1 rue du Printemps d'Alsace;Alsace Champagne-Ardenne Lorraine;MOSELLE;BAERENTHAL
2013-07754;Camping La Croix du Bois Sacker;Tourisme et Handicap;Camping;Mme Fabienne Soares;camping.croixsacker@wanadoo.fr;http://www.campingcroixsacker.com;387357408;387357408;"auditif ; mental ; moteur ; visuel";57220;;Alsace Champagne-Ardenne Lorraine;MOSELLE;BURTONCOURT
2013-07755;Chambres d'hôtes Les Hirondelles;Tourisme et Handicap;Chambre d'hôtes;M. Wagner;chambre.hote.hirondelles@orange.fr;http://www.gite-les-hirondelles.fr;387877923;387877923;"auditif ; mental ; moteur ; visuel";57600;6 rue de Forbach;Alsace Champagne-Ardenne Lorraine;MOSELLE;GAUBIVING
2013-07756;Gîte de la Houvre;Tourisme et Handicap;Meublé de tourisme;M. Vine;individuels@moselletourisme.com;http://www.onf.fr;387298200;;"auditif ; mental ; moteur ; visuel";57880;;Alsace Champagne-Ardenne Lorraine;MOSELLE;GUERTING
2013-07757;Camping de Langatte;Tourisme et Handicap;Camping;M. Simon;mairie.de.langatte@wanadoo.fr;http://www.langatte.com;387031303;387034102;"auditif ; mental";57400;Etang du Stock;Alsace Champagne-Ardenne Lorraine;MOSELLE;LANGATTE
2013-07758;Musée du Verre de Meisenthal;Tourisme et Handicap;Lieu de visite;M. Yvon Fleck;musee.verre@musees-vosges-nord.org;;387969151;387969058;mental;57960;Place Robert Schuman;Alsace Champagne-Ardenne Lorraine;MOSELLE;MEISENTHAL
2013-07759;Centre d'Art Contemporain Faux Mouvement;Tourisme et Handicap;Lieu de visite;M. Patrick Nardin;fauxmvt@club-internet.fr;http://www.faux-mouvement.com;387373829;387373829;"mental ; moteur ; visuel";57041;4 rue du Change;Alsace Champagne-Ardenne Lorraine;MOSELLE;METZ
2013-07760;Fonds Régional d'Art Contemporain(FRAC);Tourisme et Handicap;Lieu de visite;Mme Josse;publics@fraclorraine.org;http://www.fraclorraine.org;387742002;3887742056;"auditif ; mental ; moteur ; visuel";57000;1 bis rue des Trinitaires;Alsace Champagne-Ardenne Lorraine;MOSELLE;METZ
2013-07761;Office de Tourisme de Metz;Tourisme et Handicap;Office de tourisme;Mme Brousse;tourisme@ot.mairie-metz.fr;Http://www.tourisme-metz.com;387555376;387365943;"auditif ; mental ; moteur ; visuel";57007;2 place d'Armes;Alsace Champagne-Ardenne Lorraine;MOSELLE;METZ
2013-07762;Château de Courcelles - salle d'exposition;Tourisme et Handicap;Lieu de visite;M. Jean Luc Bohl;mairie@montigny-les-metz.fr;http://www.courcelles-europa.fr;387557474;387557475;moteur;57950;73 rue de Pont à Mousson;Alsace Champagne-Ardenne Lorraine;MOSELLE;MONTIGNY-LES-METZ
2013-07763;Chambres d'hôtes;Tourisme et Handicap;Chambre d'hôtes;Mme Jasnons Gangloff;"gangloff.josiane@orange;fr";;387955214;;"auditif ; mental ; moteur";57910;15 rue du 5 Décembre;Alsace Champagne-Ardenne Lorraine;MOSELLE;NEUFGRANGE
2013-07764;Meublé de tourisme;Tourisme et Handicap;Meublé de tourisme;M. Kocher;info@phalsbourg.fr;http://www.phalsbourg.com;387244242;387244287;"auditif ; mental ; moteur ; visuel";57370;Rue de la Manutention;Alsace Champagne-Ardenne Lorraine;MOSELLE;PHALSBOURG
2013-07765;Parc Animalier de Sainte croix;Tourisme et Handicap;Lieu de visite;M. Mombert;parc.stecroix@wanadoo.fr;Http://www.parcsaintecroix.com;387039205;387039536;"mental ; moteur";57810;;Alsace Champagne-Ardenne Lorraine;MOSELLE;RHODES
2013-07768;Office de Tourisme de Sarrebourg;Tourisme et Handicap;Office de tourisme;M. Lesourd;tourismesarrebourg@orange.fr;http://www.sarrebourg.fr;387031182;387071393;"auditif ; mental ; moteur ; visuel";57400;Place des Cordeliers;Alsace Champagne-Ardenne Lorraine;MOSELLE;SARREBOURG
2013-07769;Chambres d'hôtes La Canadienne;Tourisme et Handicap;Chambre d'hôtes;M. Arend;arend.rachel@orange.fr;Http://www.chalmbres-hotes-sarreguemines.fr;387092852;;"auditif ; mental ; moteur ; visuel";57200;84 rue de Folpersviller;Alsace Champagne-Ardenne Lorraine;MOSELLE;SARREGUEMINES
2013-07770;Office de Tourisme de Sarreguemines Confluences;Tourisme et Handicap;Office de tourisme;M. Neiss;contact@sarreguemines-tourisme.com;http://www.ot-sarreguemines.fr;387988081;387982577;"auditif ; mental ; moteur ; visuel";57200;11 rue du maire Massing;Alsace Champagne-Ardenne Lorraine;MOSELLE;SARREGUEMINES
2013-07771;Auberge Saint Jean;Tourisme et Handicap;Restaurant;M. Jean Pierre Wilhelm;lidwine.wilhelm@wanadoo.fr;;387836063;;"auditif ; mental ; moteur ; visuel";57330;12 rue de Forbach;Alsace Champagne-Ardenne Lorraine;MOSELLE;SPICHEREN
2013-07773;Meublé de Tourisme de Mme Colette Tiné;Tourisme et Handicap;Meublé de tourisme;Mme Colette Tine;colette.blettner@wanadoo.fr;;387086985;;"auditif ; mental ; moteur ; visuel";57560;Route du Donon Lieu Dit Le Storindel;Alsace Champagne-Ardenne Lorraine;MOSELLE;TURQUESTEIN-BLANCRUPT
2013-07774;Meublé n°1;Tourisme et Handicap;Meublé de tourisme;M. Marc Nadler;nadler@creutzwald.fr;http://www.domainedugeisberg.fr;674785248;;"auditif ; mental ; moteur";57880;6 rue du Geisberg;Alsace Champagne-Ardenne Lorraine;MOSELLE;VARSBERG
2013-07775;Meublé n°2;Tourisme et Handicap;Meublé de tourisme;M. Marc Nadler;nadler@creutzwald.fr;http://www.domainedugeisberg.fr;674785248;;"auditif ; mental ; moteur";57880;6 rue du Geisberg;Alsace Champagne-Ardenne Lorraine;MOSELLE;VARSBERG
2013-07776;Hôtel de Plein Air- Centre de Loisirs de Volstroff;Tourisme et Handicap;Camping;Mme Françoise De Marville;campingvol@aol.com;http://www.campingvol.com;382569340;382503990;"auditif ; mental ; moteur ; visuel";57940;Route de Luttange;Alsace Champagne-Ardenne Lorraine;MOSELLE;VOLSTROFF
2013-07782;Gite L'Entracte - Maison des Roseaux;Tourisme et Handicap;Meublé de tourisme;Mme Sylvie Willem;sylvie.willem@yahoo.fr;http://www.maisondesroseaux.com;0386760192/0659398688;;"moteur ; mental";58230;;Bourgogne Franche-Comté;NIEVRE;MOUX-EN-MORVAN
2013-07783;Pavillon du Milieu de Loire Centre d'Interprétation et de Découverte;Tourisme et Handicap;Lieu de visite;M. Guntz;pavillondeloire@gmail.com;http://www.pavillon-pouilly.com;386395454;386395455;"mental ; moteur";58150;17 quai Jules Pabiot;Bourgogne Franche-Comté;NIEVRE;POUILLY SUR LOIRE
2013-07784;Sentier de découverte de la nature des Grands Près;Tourisme et Handicap;Lieu de visite;M. Le Président du Conseil Général de la Nièvre;espacesnaturels@cg58.fr;http://www.cg58.fr;386606700;;"auditif ; moteur ; mental";58230;;Bourgogne Franche-Comté;NIEVRE;SAINT AGNAN
2013-07787;Le Domaine de la Beue;Tourisme et Handicap;Sport de nature;M. Alric;espacesnaturels@cg58.fr;http://www.cg58.fr;386606700;;"auditif ; mental ; moteur";58640;La Beue;Bourgogne Franche-Comté;NIEVRE;VARENNES-VAUZELLES
2013-07788;Chambre d'hôtes - Auberge du Bracmar;Tourisme et Handicap;Chambre d'hôtes;M. Eustache;aubergedubracmar@orange.fr;;327663882;;"auditif ; moteur ; visuel";59144;284 rue du Bracmar;Nord-Pas de Calais Picardie;NORD;AMFROIPRET
2013-07791;Office de Tourisme d'Armentières;Tourisme et Handicap;Office de tourisme;Mme. Neirinck;ot.armentieres@wanadoo.fr;http://www.armentieres.fr/tourisme;320441819;;"auditif ; mental ; moteur ; visuel";59280;33 rue de Lille;Nord-Pas de Calais Picardie;NORD;ARMENTIÈRES
2013-07792;Camping Les Colombes;Tourisme et Handicap;Camping;Mme Raout;campinglescolombes@club-internet.fr;http://www.campinglescolombes.fr;327892590;;"auditif ; mental ; visuel";59265;2 rue des Colombes;Nord-Pas de Calais Picardie;NORD;AUBENCHEUL AU BAC
2013-07793;Gite n°4035 Le Bois de Louvignies;Tourisme et Handicap;Meublé de tourisme;Mme Nicole Dupont;ferez.nicole@wanadoo.fr;;"0327668559 ; 00680153978";327668559;"auditif ; mental";59570;705 Le Bois de Louvignies;Nord-Pas de Calais Picardie;NORD;AUDIGNIES
2013-07795;Gîte de groupe n°1003 Le Steent'je;Tourisme et Handicap;Meublé de tourisme;M. Gouwy;;http://webitea-59-resanord-francais.gl.itea.fr/gite-etape-sejour-gouwy-vincent-a-bailleul-dans-PAYS-DE-FLANDRE-1003.html;328411160;;moteur;59270;790 rue du Leet;Nord-Pas de Calais Picardie;NORD;BAILLEUIL
2013-07796;Gîte de France n°1015 - La Ferme Bleue aux hirondelles;Tourisme et Handicap;Meublé de tourisme;M. Simoen;marieclaire.simoen@neuf.fr;http://www.fbauxhirondelles.com;614120113;;"auditif ; moteur ; mental";59270;2320 Route d'Outtersteene;Nord-Pas de Calais Picardie;NORD;BAILLEUL
2013-07797;Gîte de France n°1017 - La Ferme Bleue aux hirondelles;Tourisme et Handicap;Meublé de tourisme;M. Simoen;marieclaire.simoen@neuf.fr;http://www.fbauxhirondelles.com;614120113;;"auditif ; moteur";59270;2320 Route d'Outtersteene;Nord-Pas de Calais Picardie;NORD;BAILLEUL
2013-07799;Gite n°4080 La Rose des Vents;Tourisme et Handicap;Meublé de tourisme;M. et Mme Jacquart;francis.jacquart@sfr.fr;;327682956;327669993;"moteur ; mental";59570;12 Chemin de Roisin adresse admin: 20 rue de la Ruelle;Nord-Pas de Calais Picardie;NORD;BERMERIES
2013-07800;Gîte de Groupe l'Edelweiss;Tourisme et Handicap;Meublé de tourisme;M. Delattre;alex.delattre@hotmail.fr;http://www.espaceledelweiss.com;328425498;;"mental ; moteur";59299;800 route de Wetroute;Nord-Pas de Calais Picardie;NORD;BOESCHEPE
2013-07803;Gîte de France n°2125;Tourisme et Handicap;Meublé de tourisme;M. et Mme Demory;guydemory@hotmail.fr;;327912215;327912215;"auditif ; mental ; moteur ; visuel";59870;650 rue du Petit Sec Marais;Nord-Pas de Calais Picardie;NORD;BOUVIGNIES
2013-07804;Gîte Escale Outre Mer;Tourisme et Handicap;Meublé de tourisme;M. Taccoen;taccoen.daniel@neuf.fr;;328271091;;"auditif ; mental";59630;11 route de Looberghe;Nord-Pas de Calais Picardie;NORD;BROUCKERQUE
2013-07805;Gîte La Grange Safran n°1167;Tourisme et Handicap;Meublé de tourisme;M. Taccoen;taccoen.daniel@neuf.fr;;328271091;;"auditif ; mental";59630;11 route de Looberghe;Nord-Pas de Calais Picardie;NORD;BROUCKERQUE
2013-07806;Gîte de l'Elsthaeghe;Tourisme et Handicap;Meublé de tourisme;M. Lefranc;jeanfrancoislefranc@yahoo.fr;;682222193;328204427;"auditif ; moteur";59470;16 rue des Peupliers;Nord-Pas de Calais Picardie;NORD;BROXEELE
